管轄分団,出火日時,注意報１,注意報２,注意報３,注意報４,注意報５,警報１,警報２,警報３,警報４,警報５,建物番号,火元区分,焼損程度,構造,焼損　床面積（㎡）,焼損　表面積（㎡）,火災種別,出火原因,天気,気温,相対湿度,火災警報,風位,風速,積雪量
第１方面隊八幡分団,1月24日,,,,,,,,,,,,,,,,,その他の火災,その他,晴,10,39,発令無,北,3,
第４方面隊東稙田分団,2月8日,乾燥,強風,低温,波浪,注意報,,,,,,,,,,,,その他の火災,火あそび,晴,5,26,発令無,南南東,4,
第１方面隊南大分分団,3月2日,乾燥,,,,,,,,,,1,火元,全焼,木造建築物,140,,建物火災,灯火,晴,5,72,発令無,南,1,
第５方面隊大在西分団,2月22日,乾燥,,,,,,,,,,1,火元,全焼,木造建築物,8,,建物火災,放火,晴,4,71,発令無,南西,1,
第３方面隊判田分団,2月8日,,,,,,,,,,,1,火元,全焼,準耐火建築物（非木造）,15,,建物火災,たき火,晴,13,46,発令無,北北西,2,
第４方面隊東稙田分団,1月24日,乾燥,強風,低温,波浪,注意報,,,,,,1,火元,全焼,木造建築物,102,,建物火災,放火,晴,2,54,発令無,南,0,
第１方面隊金池分団,1月25日,,,,,,,,,,,1,火元,ぼや,防火構造建築物,,0,建物火災,ストーブ,曇,4,69,発令無,南南東,2,
第１方面隊春日分団,2月3日,濃霧,,,,,,,,,,1,火元,全焼,木造建築物,25,,建物火災,不明・調査中,晴,2,70,発令無,南,2,
第１方面隊南大分分団,3月2日,乾燥,,,,,,,,,,2,類焼,部分焼,木造建築物,,3,建物火災,灯火,晴,5,72,発令無,南,1,
第１方面隊春日分団,2月3日,濃霧,,,,,,,,,,2,類焼,全焼,木造建築物,33,,建物火災,不明・調査中,晴,2,70,発令無,南,2,
第５方面隊大在西分団,2月22日,乾燥,,,,,,,,,,2,類焼,全焼,防火構造建築物,98,,建物火災,放火,晴,4,71,発令無,南西,1,
第４方面隊東稙田分団,1月24日,乾燥,強風,低温,波浪,注意報,,,,,,2,類焼,全焼,その他の建築物,6,,建物火災,放火,晴,2,54,発令無,南,0,
第１方面隊南大分分団,3月2日,乾燥,,,,,,,,,,3,類焼,ぼや,木造建築物,0,0,建物火災,灯火,晴,5,72,発令無,南,1,
第４方面隊東稙田分団,1月24日,乾燥,強風,低温,波浪,注意報,,,,,,3,類焼,部分焼,木造建築物,,9,建物火災,放火,晴,2,54,発令無,南,0,
第１方面隊春日分団,2月3日,濃霧,,,,,,,,,,3,類焼,全焼,防火構造建築物,117,,建物火災,不明・調査中,晴,2,70,発令無,南,2,
第５方面隊大在西分団,2月22日,乾燥,,,,,,,,,,3,類焼,部分焼,防火構造建築物,,36,建物火災,放火,晴,4,71,発令無,南西,1,
第１方面隊南大分分団,3月2日,乾燥,,,,,,,,,,4,類焼,部分焼,木造建築物,0,20,建物火災,灯火,晴,5,72,発令無,南,1,
第４方面隊東稙田分団,1月24日,乾燥,強風,低温,波浪,注意報,,,,,,4,類焼,部分焼,木造建築物,,14,建物火災,放火,晴,2,54,発令無,南,0,
第１方面隊春日分団,2月3日,濃霧,,,,,,,,,,4,類焼,全焼,木造建築物,144,,建物火災,不明・調査中,晴,2,70,発令無,南,2,
第５方面隊大在西分団,2月22日,乾燥,,,,,,,,,,4,類焼,部分焼,木造建築物,,36,建物火災,放火,晴,4,71,発令無,南西,1,
第１方面隊春日分団,2月3日,濃霧,,,,,,,,,,5,類焼,全焼,木造建築物,28,,建物火災,不明・調査中,晴,2,70,発令無,南,2,
第４方面隊東稙田分団,1月24日,乾燥,強風,低温,波浪,注意報,,,,,,5,類焼,部分焼,その他の建築物,,6,建物火災,放火,晴,2,54,発令無,南,0,
第１方面隊南大分分団,3月2日,乾燥,,,,,,,,,,5,類焼,ぼや,準耐火建築物（非木造）,,,建物火災,灯火,晴,5,72,発令無,南,1,
第４方面隊東稙田分団,1月24日,乾燥,強風,低温,波浪,注意報,,,,,,6,類焼,部分焼,木造建築物,,7,建物火災,放火,晴,2,54,発令無,南,0,
第１方面隊春日分団,2月3日,濃霧,,,,,,,,,,6,類焼,全焼,木造建築物,104,,建物火災,不明・調査中,晴,2,70,発令無,南,2,
第４方面隊東稙田分団,1月24日,乾燥,強風,低温,波浪,注意報,,,,,,7,類焼,部分焼,木造建築物,,2,建物火災,放火,晴,2,54,発令無,南,0,
第１方面隊春日分団,2月3日,濃霧,,,,,,,,,,7,類焼,全焼,木造建築物,23,,建物火災,不明・調査中,晴,2,70,発令無,南,2,
第１方面隊春日分団,2月3日,濃霧,,,,,,,,,,8,類焼,全焼,木造建築物,8,,建物火災,不明・調査中,晴,2,70,発令無,南,2,
第１方面隊春日分団,2月3日,濃霧,,,,,,,,,,9,類焼,部分焼,木造建築物,,20,建物火災,不明・調査中,晴,2,70,発令無,南,2,
第１方面隊春日分団,2月3日,濃霧,,,,,,,,,,10,類焼,部分焼,木造建築物,,10,建物火災,不明・調査中,晴,2,70,発令無,南,2,
第１方面隊春日分団,2月3日,濃霧,,,,,,,,,,11,類焼,部分焼,準耐火建築物（木造）,,5,建物火災,不明・調査中,晴,2,70,発令無,南,2,
第１方面隊春日分団,2月3日,濃霧,,,,,,,,,,12,類焼,部分焼,防火構造建築物,,5,建物火災,不明・調査中,晴,2,70,発令無,南,2,
第１方面隊春日分団,2月3日,濃霧,,,,,,,,,,13,類焼,ぼや,木造建築物,,0,建物火災,不明・調査中,晴,2,70,発令無,南,2,
,2月19日,強風,波浪,注意報,,,,,,,,,,,,,,車両火災,衝突の火花,雨,5,82,発令無,北西,2,
第１方面隊南大分分団,2月2日,乾燥,低温,風雪,波浪,,,,,,,,,,,,,車両火災,たばこ,雪,-1,60,発令無,西北西,5,
第８方面隊野津原西部分団,2月11日,乾燥,注意報,,,,,,,,,,,,,,,その他の火災,たき火,晴,12,73,発令無,西北西,1,
第１方面隊滝尾分団,2月15日,乾燥,,,,,,,,,,,,,,,,その他の火災,たき火,晴,12,47,発令無,南,1,
第１方面隊日岡分団,1月29日,,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,,晴,11,25,発令無,北西,5,
第４方面隊東稙田分団,1月24日,乾燥,強風,低温,波浪,注意報,,,,,,1,火元,ぼや,木造建築物,,0,建物火災,不明・調査中,快晴,5,63,発令無,北西,4,
第１方面隊滝尾分団,2月2日,,,,,,,,,,,1,火元,部分焼,その他の建築物,,2,建物火災,火あそび,晴,-1,42,発令無,西北西,7,
,2月12日,強風,波浪,注意報,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,その他,曇,7,95,発令無,南南東,1,
第８方面隊野津原中部分団,2月22日,乾燥,注意報,,,,,,,,,,,,,,,車両火災,排気管,曇,6,53,発令無,南南西,2,
第２方面隊松岡分団,2月3日,乾燥,注意報,,,,,,,,,,,,,,,林野火災,たき火,快晴,10,34,発令無,東南東,1,
第３方面隊判田分団,2月22日,乾燥,,,,,,,,,,,,,,,,その他の火災,放火,晴,8,49,発令無,西北西,1,0
第３方面隊戸次分団,2月15日,乾燥,,,,,,,,,,,,,,,,その他の火災,不明・調査中,曇,11,64,発令無,無風状態,0,0
第４方面隊賀来分団,3月2日,乾燥,注意報,,,,,,,,,,,,,,,その他の火災,たき火,晴,9,62,発令無,北東,0,
第３方面隊戸次分団,2月8日,,,,,,,,,,,,,,,,,その他の火災,火あそび,晴,13,50,発令無,北北東,3,
第１方面隊南大分分団,3月8日,強風,大雨,雷,波浪,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,こんろ,雨,10,100,発令無,西北西,2,
第１方面隊日岡分団,2月23日,乾燥,注意報,,,,,,,,,1,火元,半焼,防火構造建築物,68,,建物火災,不明・調査中,曇,7,65,発令無,北西,1,
第３方面隊戸次分団,2月23日,乾燥,強風,波浪,注意報,,,,,,,1,火元,部分焼,防火構造建築物,42,,建物火災,たばこ,晴,5,47,発令無,南西,1,
第３方面隊戸次分団,2月5日,乾燥,,,,,,,,,,1,火元,全焼,木造建築物,32,,建物火災,火あそび,晴,12,42,発令無,北北東,4,
第１方面隊桃園分団,2月14日,強風,洪水,大雨,雷,波浪,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,,建物火災,電灯・電話等の配線,曇,19,86,発令無,南西,3,
第２方面隊三佐分団,2月3日,乾燥,低温,注意報,,,,,,,,1,火元,部分焼,準耐火建築物（非木造）,24,,建物火災,,晴,2,50,発令無,西南西,2,
第３方面隊戸次分団,2月5日,乾燥,,,,,,,,,,2,類焼,全焼,その他の建築物,17,,建物火災,火あそび,晴,12,42,発令無,北北東,4,
第３方面隊戸次分団,2月5日,乾燥,,,,,,,,,,3,類焼,ぼや,木造建築物,,1,建物火災,火あそび,晴,12,42,発令無,北北東,4,
第１方面隊東大分分団,1月29日,強風,濃霧,波浪,,,,,,,,,,,,,,車両火災,,晴,9,45,発令無,西南西,1,
第８方面隊野津原東部分団,2月8日,,,,,,,,,,,,,,,,,林野火災,たき火,晴,11,58,発令無,東北東,2,
第３方面隊吉野分団,2月18日,乾燥,強風,波浪,注意報,,,,,,,,,,,,,林野火災,放火の疑い,晴,7,63,発令無,南,1,
,1月24日,乾燥,強風,低温,波浪,,,,,,,,,,,,,その他の火災,その他,晴,4,62,発令無,北西,4,0
第４方面隊稙田東部分団,2月4日,乾燥,低温,,,,,,,,,1,火元,全焼,準耐火建築物（非木造）,123,,建物火災,ストーブ,晴,-1,62,発令無,南東,2,
第１方面隊南大分分団,3月3日,強風,波浪,注意報,,,,,,,,1,火元,部分焼,木造建築物,,1,建物火災,放火,晴,7,58,発令無,北北西,4,
第２方面隊松岡分団,1月29日,乾燥,強風,波浪,注意報,,,,,,,1,火元,全焼,準耐火建築物（非木造）,10,,建物火災,焼却炉,晴,12,26,発令無,北西,4,
第２方面隊松岡分団,1月29日,乾燥,強風,波浪,注意報,,,,,,,2,類焼,部分焼,木造建築物,,2,建物火災,焼却炉,晴,12,26,発令無,北西,4,
第４方面隊稙田東部分団,2月4日,乾燥,低温,,,,,,,,,2,類焼,部分焼,準耐火建築物（非木造）,,10,建物火災,ストーブ,晴,-1,62,発令無,南東,2,
第４方面隊稙田東部分団,2月4日,乾燥,低温,,,,,,,,,3,類焼,ぼや,木造建築物,,1,建物火災,ストーブ,晴,-1,62,発令無,南東,2,
第１方面隊春日分団,2月20日,乾燥,強風,波浪,注意報,,,,,,,,,,,,,その他の火災,電気装置,曇,6,51,発令無,北,4,
第３方面隊判田分団,2月24日,乾燥,強風,波浪,注意報,,,,,,,,,,,,,その他の火災,たき火,快晴,9,37,発令無,北北西,5,
第３方面隊吉野分団,2月6日,乾燥,,,,,,,,,,,,,,,,林野火災,不明・調査中,晴,11,39,発令無,北北東,1,
第２方面隊明治分団,2月18日,乾燥,,,,,,,,,,,,,,,,その他の火災,放火の疑い,晴,6,78,発令無,南南西,2,
第２方面隊三佐分団,1月25日,乾燥,低温,,,,,,,,,,,,,,,その他の火災,たき火,晴,8,44,発令無,北北西,0,
,3月9日,強風,波浪,,,,,,,,,,,,,,,その他の火災,その他,曇,8,91,発令無,北西,5,
第３方面隊戸次分団,2月13日,波浪,,,,,暴風,,,,,,,,,,,その他の火災,,晴,19,58,発令無,南東,4,
第５方面隊大在東分団,1月29日,乾燥,強風,波浪,注意報,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,0,0,建物火災,その他,晴,8,34,発令無,南東,2,
第４方面隊東稙田分団,2月9日,乾燥,強風,波浪,注意報,,,,,,,1,建物外,,,,,車両火災,放火,晴,10,52,発令無,北北西,6,
第１方面隊中島分団,3月6日,強風,波浪,注意報,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,その他,晴,5,63,発令無,西北西,3,
第１方面隊金池分団,3月13日,乾燥,,,,,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,こんろ,曇,14,89,発令無,北西,1,
第８方面隊野津原西部分団,2月25日,,,,,,,,,,,,,,,,,その他の火災,,晴,8,52,発令無,東北東,3,
第２方面隊高田分団,2月14日,乾燥,強風,波浪,,,,,,,,,,,,,,その他の火災,不明・調査中,快晴,20,46,発令無,北,5,
第７方面隊志生木分団,2月6日,強風,波浪,,,,,,,,,,,,,,,車両火災,その他,雨,8,89,発令無,無風状態,0,
,2月19日,,,,,,,,,,,,,,,,,車両火災,その他,曇,4,91,発令無,南西,2,
第４方面隊賀来分団,2月20日,乾燥,,,,,,,,,,,,,,,,林野火災,放火の疑い,曇,8,63,発令無,東北東,4,
第２方面隊別保分団,1月25日,乾燥,低温,,,,,,,,,,,,,,,その他の火災,火あそび,晴,3,68,発令無,南西,2,
第１方面隊金池分団,2月15日,乾燥,波浪,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,放火の疑い,快晴,15,52,発令無,北,1,0
第１方面隊大道分団,2月28日,乾燥,強風,波浪,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,放火,晴,8,67,発令無,南南西,1,0
第１方面隊滝尾分団,2月12日,乾燥,低温,風雪,雷,波浪,,,,,,1,火元,全焼,木造建築物,409,,建物火災,たき火,晴,4,69,発令無,北西,5,
第１方面隊滝尾分団,2月12日,乾燥,注意報,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,0,建物火災,こんろ,晴,6,57,発令無,南南西,1,0
第１方面隊滝尾分団,2月12日,乾燥,低温,風雪,雷,波浪,,,,,,2,類焼,ぼや,その他の建築物,,1,建物火災,たき火,晴,4,69,発令無,北西,5,
第２方面隊明治分団,1月26日,乾燥,,,,,,,,,,,,,,,,その他の火災,たばこ,晴,6,66,発令無,南西,1,0
第２方面隊松岡分団,1月30日,乾燥,注意報,,,,,,,,,,,,,,,その他の火災,火あそび,晴,12,34,発令無,北東,3,
第１方面隊大道分団,3月9日,乾燥,強風,波浪,注意報,,,,,,,,,,,,,林野火災,放火,晴,11,41,発令無,西,3,
第２方面隊鶴崎分団,2月21日,強風,波浪,,,,,,,,,,,,,,,その他の火災,その他,晴,7,89,発令無,北西,3,
第１方面隊桃園分団,3月18日,,,,,,,,,,,,,,,,,その他の火災,放火の疑い,晴,11,86,発令無,北西,1,
第４方面隊東稙田分団,2月20日,乾燥,注意報,,,,,,,,,,,,,,,その他の火災,その他,曇,4,70,発令無,南,2,
第１方面隊金池分団,3月26日,霜,,,,,,,,,,1,火元,部分焼,木造建築物,4,,建物火災,こんろ,晴,17,49,発令無,東北東,3,
第８方面隊野津原東部分団,2月12日,,,,,,,,,,,1,火元,部分焼,木造建築物,2,,建物火災,,晴,9,37,発令無,東北東,1,
第４方面隊東稙田分団,2月23日,強風,波浪,注意報,,,,,,,,1,火元,ぼや,木造建築物,,0,建物火災,マッチ・ライター,雨,9,97,発令無,南南東,1,0
第１方面隊東大分分団,2月15日,乾燥,強風,波浪,,,,,,,,1,火元,部分焼,防火構造建築物,,3,建物火災,たばこ,晴,15,42,発令無,北,3,0
第２方面隊明治分団,2月21日,,,,,,,,,,,1,類焼,ぼや,その他の建築物,,0,その他の火災,たばこ,晴,8,63,発令無,東南東,0,
第１方面隊南大分分団,3月2日,強風,波浪,,,,,,,,,1,火元,部分焼,準耐火建築物（非木造）,2,,建物火災,その他,曇,8,58,発令無,西北西,4,
第４方面隊稙田東部分団,2月13日,乾燥,大雪,着雪,注意報,,,,,,,1,類焼,半焼,防火構造建築物,54,,建物火災,不明・調査中,晴,5,63,発令無,北北東,1,
第４方面隊稙田東部分団,2月13日,乾燥,大雪,着雪,注意報,,,,,,,2,類焼,ぼや,防火構造建築物,,1,建物火災,不明・調査中,晴,5,63,発令無,北北東,1,
第４方面隊稙田東部分団,2月13日,乾燥,大雪,着雪,注意報,,,,,,,3,火元,全焼,木造建築物,22,,建物火災,不明・調査中,晴,5,63,発令無,北北東,1,
第８方面隊野津原中部分団,2月3日,乾燥,,,,,,,,,,,,,,,,その他の火災,たき火,快晴,13,41,発令無,北北東,4,
第１方面隊南大分分団,2月4日,,,,,,,,,,,,,,,,,その他の火災,たばこ,晴,2,47,発令無,南南西,2,
第１方面隊大道分団,3月9日,乾燥,強風,波浪,注意報,,,,,,,,,,,,,林野火災,放火,晴,11,41,発令無,西,3,
第４方面隊賀来分団,3月29日,乾燥,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,たばこ,晴,19,45,発令無,東北東,3,
第１方面隊八幡分団,2月23日,,,,,,,,,,,1,火元,全焼,その他の建築物,70,,建物火災,たき火,晴,14,54,発令無,北北西,4,
第２方面隊川添分団,2月16日,低温,濃霧,注意報,,,,,,,,1,火元,全焼,木造建築物,128,,建物火災,不明・調査中,晴,1,75,発令無,南南西,3,
第１方面隊南大分分団,3月2日,乾燥,,,,,,,,,,1,火元,ぼや,耐火建築物,1,,建物火災,こんろ,曇,7,59,発令無,北西,3,
第１方面隊南大分分団,2月4日,乾燥,強風,波浪,,,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,電気機器,晴,2,54,発令無,南,1,
第１方面隊滝尾分団,3月10日,乾燥,強風,波浪,注意報,,,,,,,1,火元,ぼや,木造建築物,0,0,建物火災,こんろ,晴,5,62,発令無,北西,3,
第１方面隊南大分分団,2月16日,乾燥,強風,波浪,,,,,,,,1,火元,部分焼,耐火建築物,68,,建物火災,放火の疑い,曇,7,31,発令無,北西,6,
第２方面隊川添分団,2月16日,低温,濃霧,注意報,,,,,,,,2,類焼,全焼,木造建築物,24,,建物火災,不明・調査中,晴,1,75,発令無,南南西,3,
第３方面隊吉野分団,2月21日,乾燥,,,,,,,,,,,,,,,,林野火災,放火の疑い,曇,9,75,発令無,西北西,3,0
第２方面隊川添分団,2月4日,乾燥,,,,,,,,,,,,,,,,その他の火災,取灰,曇,11,73,発令無,北西,1,
第１方面隊南大分分団,2月22日,,,,,,,,,,,,,,,,,車両火災,電気装置,曇,8,59,発令無,東北東,2,
第１方面隊中島分団,2月23日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,たばこ,晴,9,97,発令無,南南東,2,
第３方面隊戸次分団,3月3日,乾燥,,,,,,,,,,1,火元,全焼,木造建築物,180,,建物火災,電灯・電話等の配線,晴,7,57,発令無,北西,2,
第４方面隊東稙田分団,3月2日,乾燥,低温,注意報,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,0,,建物火災,配線器具,晴,3,70,発令無,南西,1,0
第４方面隊稙田東部分団,2月12日,,,,,,,,,,,1,火元,ぼや,木造建築物,,0,建物火災,こんろ,晴,9,53,発令無,西北西,4,
第３方面隊戸次分団,2月5日,強風,波浪,,,,,,,,,1,火元,ぼや,木造建築物,,0,建物火災,電灯・電話等の配線,曇,14,69,発令無,南西,1,
第３方面隊戸次分団,3月3日,乾燥,,,,,,,,,,2,類焼,部分焼,その他の建築物,,25,建物火災,電灯・電話等の配線,晴,7,57,発令無,北西,2,
第３方面隊戸次分団,3月3日,乾燥,,,,,,,,,,3,類焼,ぼや,木造建築物,,1,建物火災,電灯・電話等の配線,晴,7,57,発令無,北西,2,
第１方面隊中島分団,2月19日,,,,,,,,,,,,,,,,,車両火災,,晴,7,56,発令無,南南西,1,
第２方面隊明治分団,2月24日,,,,,,,,,,,,,,,,,車両火災,その他,曇,11,83,発令無,北,3,
第３方面隊戸次分団,2月27日,乾燥,,,,,,,,,,,,,,,,その他の火災,たき火,晴,8,58,発令無,北東,4,0
第８方面隊野津原西部分団,3月29日,乾燥,,,,,,,,,,,,,,,,その他の火災,たき火,晴,19,54,発令無,東北東,4,
第７方面隊佐賀関下浦分団,3月11日,,,,,,,,,,,,,,,,,船舶火災,不明・調査中,晴,12,31,発令無,北,3,
第５方面隊大在東分団,2月13日,,,,,,,,,,,1,火元,ぼや,木造建築物,1,0,建物火災,ストーブ,曇,5,69,発令無,西北西,1,
第１方面隊東大分分団,2月24日,,,,,,,,,,,1,火元,ぼや,防火構造建築物,1,,建物火災,不明・調査中,曇,5,90,発令無,南南東,0,
